,index,wid,game,image,responses,remembered_outcome,category_1,category_2,category_3,category_4,outcome,outcome_mem_difference,item
2665,3043,w9be1ae9,4,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,2,0.0,Animal_Sea_Solid_Large
2666,3044,w9be1ae9,4,Animal_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Small,2,0.0,Animal_Sea_Pattern_Small
2667,3045,w9be1ae9,4,Object_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Large,2,3.0,Object_Sea_Solid_Large
2668,3046,w9be1ae9,4,Object_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Large,-1,0.0,Object_Land_Pattern_Large
2669,3047,w9be1ae9,4,Animal_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Small,-1,-3.0,Animal_Sea_Solid_Small
2670,3048,w9be1ae9,5,Object_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Small,2,3.0,Object_Land_Solid_Small
2671,3049,w9be1ae9,5,Object_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Pattern,Small,-1,-3.0,Object_Sea_Pattern_Small
2672,3050,w9be1ae9,5,Object_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Large,-1,0.0,Object_Land_Pattern_Large
2673,3051,w9be1ae9,5,Object_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Land,Pattern,Small,-2,0.0,Object_Land_Pattern_Small
2674,3052,w9be1ae9,5,Animal_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Large,2,1.0,Animal_Land_Solid_Large
2675,3053,w9be1ae9,5,Animal_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Small,2,1.0,Animal_Land_Solid_Small
2676,3054,w9be1ae9,6,Animal_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Large,2,3.0,Animal_Land_Solid_Large
2677,3055,w9be1ae9,6,Object_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Small,-2,-1.0,Object_Sea_Pattern_Small
2678,3056,w9be1ae9,6,Animal_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Large,1,-1.0,Animal_Land_Pattern_Large
2679,3057,w9be1ae9,6,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,-2,-3.0,Animal_Sea_Pattern_Small
2680,3058,w9be1ae9,6,Animal_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Small,1,-1.0,Animal_Sea_Solid_Small
2681,3059,w9be1ae9,6,Animal_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Pattern,Small,-2,0.0,Animal_Land_Pattern_Small
2682,3060,w9be1ae9,7,Animal_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Small,2,1.0,Animal_Land_Pattern_Small
2683,3061,w9be1ae9,7,Object_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Large,1,2.0,Object_Sea_Solid_Large
2684,3062,w9be1ae9,7,Object_Land_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Large,1,-1.0,Object_Land_Solid_Large
2685,3063,w9be1ae9,7,Object_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Land,Pattern,Large,-1,-3.0,Object_Land_Pattern_Large
2686,3064,w9be1ae9,7,Animal_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Large,-1,0.0,Animal_Sea_Pattern_Large
2687,3065,w9be1ae9,7,Object_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Large,-1,1.0,Object_Sea_Pattern_Large
2688,3066,w720e820,1,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,2,1.0,Animal_Sea_Solid_Small
2689,3067,w720e820,1,Object_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Large,-1,1.0,Object_Sea_Pattern_Large
2690,3068,w720e820,1,Object_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Large,-1,-2.0,Object_Sea_Solid_Large
2691,3069,w720e820,1,Animal_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Small,1,3.0,Animal_Land_Solid_Small
2692,3070,w720e820,1,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,2,1.0,Object_Sea_Solid_Small
2693,3071,w720e820,1,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,-2,-3.0,Animal_Sea_Pattern_Small
2694,3072,w720e820,2,Animal_Land_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Land,Solid,Large,1,-1.0,Animal_Land_Solid_Large
2695,3073,w720e820,2,Animal_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Large,-2,-3.0,Animal_Land_Pattern_Large
2696,3074,w720e820,2,Object_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Large,2,4.0,Object_Land_Solid_Large
2697,3075,w720e820,2,Object_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Small,2,1.0,Object_Land_Solid_Small
2698,3076,w720e820,2,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,-2,-1.0,Object_Land_Pattern_Small
2699,3077,w720e820,2,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,-2,-3.0,Object_Sea_Solid_Small
2700,3078,w720e820,3,Animal_Sea_Pattern_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Large,-1,-3.0,Animal_Sea_Pattern_Large
2701,3079,w720e820,3,Object_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Large,-1,0.0,Object_Sea_Solid_Large
2702,3080,w720e820,3,Animal_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Large,2,1.0,Animal_Land_Pattern_Large
2703,3081,w720e820,3,Animal_Sea_Pattern_Small,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Small,2,4.0,Animal_Sea_Pattern_Small
2704,3082,w720e820,3,Animal_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Small,-1,0.0,Animal_Land_Pattern_Small
2705,3083,w720e820,3,Object_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Small,2,1.0,Object_Sea_Pattern_Small
2706,3084,w720e820,4,Animal_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Small,2,1.0,Animal_Land_Pattern_Small
2707,3085,w720e820,4,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,-2,-3.0,Animal_Sea_Solid_Small
2708,3086,w720e820,4,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,2,1.0,Animal_Sea_Pattern_Small
2709,3087,w720e820,4,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,-2,-4.0,Animal_Sea_Solid_Large
2710,3088,w720e820,4,Animal_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Large,1,2.0,Animal_Sea_Pattern_Large
2711,3089,w720e820,4,Object_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Large,-1,0.0,Object_Land_Pattern_Large
2712,3090,w720e820,5,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,-1,-2.0,Object_Sea_Pattern_Large
2713,3091,w720e820,5,Object_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Small,2,1.0,Object_Sea_Pattern_Small
2714,3092,w720e820,5,Animal_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Small,-2,-1.0,Animal_Sea_Pattern_Small
2715,3093,w720e820,5,Object_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Land,Pattern,Small,2,4.0,Object_Land_Pattern_Small
2716,3094,w720e820,5,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,1,-1.0,Animal_Sea_Solid_Large
2717,3095,w720e820,5,Object_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Large,-2,-3.0,Object_Sea_Solid_Large
2718,3096,w720e820,6,Object_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Small,-1,-2.0,Object_Land_Pattern_Small
2719,3097,w720e820,6,Animal_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Large,-1,-3.0,Animal_Land_Pattern_Large
2720,3098,w720e820,6,Object_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Small,-1,0.0,Object_Land_Solid_Small
2721,3099,w720e820,6,Animal_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Small,2,4.0,Animal_Land_Solid_Small
2722,3100,w720e820,6,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,1,0.0,Object_Sea_Solid_Small
2723,3101,w720e820,6,Animal_Land_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Land,Solid,Large,2,0.0,Animal_Land_Solid_Large
2724,3102,w720e820,7,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,-1,-2.0,Animal_Sea_Solid_Small
2725,3103,w720e820,7,Object_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Large,2,0.0,Object_Sea_Solid_Large
2726,3104,w720e820,7,Object_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Small,-1,-2.0,Object_Sea_Pattern_Small
2727,3105,w720e820,7,Object_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Large,-1,-2.0,Object_Land_Pattern_Large
2728,3106,w720e820,7,Object_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Large,1,3.0,Object_Land_Solid_Large
2729,3107,w720e820,7,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,1,0.0,Object_Sea_Solid_Small
2730,3150,wd7482cf,1,Object_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Small,1,0.0,Object_Land_Solid_Small
2731,3151,wd7482cf,1,Object_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Large,-1,1.0,Object_Sea_Solid_Large
2732,3152,wd7482cf,1,Animal_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Solid,Large,2,4.0,Animal_Sea_Solid_Large
2733,3153,wd7482cf,1,Animal_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Large,-2,0.0,Animal_Land_Solid_Large
2734,3154,wd7482cf,1,Object_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Land,Pattern,Large,-2,-4.0,Object_Land_Pattern_Large
2735,3155,wd7482cf,1,Animal_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Small,2,1.0,Animal_Land_Solid_Small
2736,3156,wd7482cf,2,Object_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Small,-2,0.0,Object_Land_Solid_Small
2737,3157,wd7482cf,2,Object_Sea_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Small,-1,0.0,Object_Sea_Solid_Small
2738,3158,wd7482cf,2,Animal_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Large,1,0.0,Animal_Sea_Solid_Large
2739,3159,wd7482cf,2,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,1,0.0,Animal_Sea_Solid_Small
2740,3160,wd7482cf,2,Object_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Small,1,0.0,Object_Land_Pattern_Small
2741,3161,wd7482cf,2,Object_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Large,-1,1.0,Object_Land_Solid_Large
2742,3162,wd7482cf,3,Object_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Small,-1,0.0,Object_Sea_Pattern_Small
2743,3163,wd7482cf,3,Animal_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Small,2,1.0,Animal_Land_Pattern_Small
2744,3164,wd7482cf,3,Object_Land_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Pattern,Large,-2,0.0,Object_Land_Pattern_Large
2745,3165,wd7482cf,3,Animal_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Large,-1,1.0,Animal_Sea_Pattern_Large
2746,3166,wd7482cf,3,Object_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Large,1,2.0,Object_Land_Solid_Large
2747,3167,wd7482cf,3,Animal_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Large,1,2.0,Animal_Land_Pattern_Large
2748,3168,wd7482cf,4,Object_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Land,Pattern,Large,2,0.0,Object_Land_Pattern_Large
2749,3169,wd7482cf,4,Animal_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Large,-1,0.0,Animal_Land_Pattern_Large
2750,3170,wd7482cf,4,Animal_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Large,-2,0.0,Animal_Sea_Pattern_Large
2751,3171,wd7482cf,4,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,2,1.0,Animal_Sea_Pattern_Small
2752,3172,wd7482cf,4,Animal_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Solid,Small,2,0.0,Animal_Land_Solid_Small
2753,3173,wd7482cf,4,Object_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Large,-1,1.0,Object_Sea_Pattern_Large
2754,3174,wd7482cf,5,Object_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Small,-1,1.0,Object_Land_Solid_Small
2755,3175,wd7482cf,5,Object_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Small,2,1.0,Object_Land_Pattern_Small
2756,3176,wd7482cf,5,Object_Sea_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Small,-1,1.0,Object_Sea_Solid_Small
2757,3177,wd7482cf,5,Object_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Pattern,Large,1,0.0,Object_Sea_Pattern_Large
2758,3178,wd7482cf,5,Animal_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Small,-2,0.0,Animal_Land_Solid_Small
2759,3179,wd7482cf,5,Animal_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Small,2,0.0,Animal_Sea_Solid_Small
2760,3180,wd7482cf,6,Animal_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Solid,Large,-2,-1.0,Animal_Sea_Solid_Large
2761,3181,wd7482cf,6,Animal_Land_Solid_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Solid,Small,2,0.0,Animal_Land_Solid_Small
2762,3182,wd7482cf,6,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,-1,0.0,Object_Land_Pattern_Small
2763,3183,wd7482cf,6,Animal_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Large,1,2.0,Animal_Land_Pattern_Large
2764,3184,wd7482cf,6,Animal_Land_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Land,Solid,Large,1,0.0,Animal_Land_Solid_Large
2765,3185,wd7482cf,6,Animal_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Large,-2,-1.0,Animal_Sea_Pattern_Large
2766,3186,wd7482cf,7,Object_Sea_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Small,-2,0.0,Object_Sea_Pattern_Small
2767,3187,wd7482cf,7,Animal_Sea_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Large,-1,0.0,Animal_Sea_Pattern_Large
2768,3188,wd7482cf,7,Object_Sea_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Large,1,3.0,Object_Sea_Solid_Large
2769,3189,wd7482cf,7,Animal_Sea_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Small,2,1.0,Animal_Sea_Pattern_Small
2770,3190,wd7482cf,7,Animal_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Large,1,0.0,Animal_Sea_Solid_Large
2771,3191,wd7482cf,7,Animal_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Small,-1,-3.0,Animal_Land_Pattern_Small
2772,3192,wa13a069,1,Animal_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Pattern,Small,-2,0.0,Animal_Land_Pattern_Small
2773,3193,wa13a069,1,Object_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Pattern,Small,2,0.0,Object_Sea_Pattern_Small
2774,3194,wa13a069,1,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,2,1.0,Animal_Sea_Solid_Small
2775,3195,wa13a069,1,Animal_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Small,-2,-1.0,Animal_Sea_Pattern_Small
2776,3196,wa13a069,1,Animal_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Large,-1,0.0,Animal_Land_Pattern_Large
2777,3197,wa13a069,1,Object_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Large,2,1.0,Object_Land_Pattern_Large
2778,3198,wa13a069,2,Animal_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Pattern,Small,-2,0.0,Animal_Land_Pattern_Small
2779,3199,wa13a069,2,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,2,1.0,Object_Sea_Solid_Small
2780,3200,wa13a069,2,Animal_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Large,-2,0.0,Animal_Land_Solid_Large
2781,3201,wa13a069,2,Object_Land_Solid_Large,"{""Q0"":""+2""}",2.0,Object,Land,Solid,Large,1,-1.0,Object_Land_Solid_Large
2782,3202,wa13a069,2,Animal_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Large,1,0.0,Animal_Sea_Solid_Large
2783,3203,wa13a069,2,Animal_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Small,-1,0.0,Animal_Land_Solid_Small
2784,3204,wa13a069,3,Animal_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Small,2,0.0,Animal_Sea_Pattern_Small
2785,3205,wa13a069,3,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,1,0.0,Object_Sea_Solid_Small
2786,3206,wa13a069,3,Object_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Large,1,3.0,Object_Sea_Pattern_Large
2787,3207,wa13a069,3,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,-1,-2.0,Animal_Sea_Solid_Small
2788,3208,wa13a069,3,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,-1,0.0,Object_Land_Pattern_Small
2789,3209,wa13a069,3,Object_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Small,-2,0.0,Object_Land_Solid_Small
2790,3210,wa13a069,4,Animal_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Large,-1,1.0,Animal_Sea_Pattern_Large
2791,3211,wa13a069,4,Animal_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Solid,Large,-2,-1.0,Animal_Sea_Solid_Large
2792,3212,wa13a069,4,Animal_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Animal,Sea,Pattern,Small,-1,0.0,Animal_Sea_Pattern_Small
2793,3213,wa13a069,4,Object_Sea_Solid_Large,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Large,1,0.0,Object_Sea_Solid_Large
2794,3214,wa13a069,4,Object_Land_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Land,Pattern,Large,1,-1.0,Object_Land_Pattern_Large
2795,3215,wa13a069,4,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,2,1.0,Animal_Sea_Solid_Small
2796,3216,wa13a069,5,Object_Land_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Land,Solid,Small,1,0.0,Object_Land_Solid_Small
2797,3217,wa13a069,5,Object_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Pattern,Small,1,-1.0,Object_Sea_Pattern_Small
2798,3218,wa13a069,5,Object_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Large,-1,-2.0,Object_Land_Pattern_Large
2799,3219,wa13a069,5,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,1,2.0,Object_Land_Pattern_Small
2800,3220,wa13a069,5,Animal_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Large,-2,0.0,Animal_Land_Solid_Large
2801,3221,wa13a069,5,Animal_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Small,-2,-1.0,Animal_Land_Solid_Small
2802,3222,wa13a069,6,Animal_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Large,-1,0.0,Animal_Land_Solid_Large
2803,3223,wa13a069,6,Object_Sea_Pattern_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Pattern,Small,2,0.0,Object_Sea_Pattern_Small
2804,3224,wa13a069,6,Animal_Land_Pattern_Large,"{""Q0"":""-1""}",-1.0,Animal,Land,Pattern,Large,-1,0.0,Animal_Land_Pattern_Large
2805,3225,wa13a069,6,Animal_Sea_Pattern_Small,"{""Q0"":""-2""}",-2.0,Animal,Sea,Pattern,Small,-1,1.0,Animal_Sea_Pattern_Small
2806,3226,wa13a069,6,Animal_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Animal,Sea,Solid,Small,2,1.0,Animal_Sea_Solid_Small
2807,3227,wa13a069,6,Animal_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Small,1,0.0,Animal_Land_Pattern_Small
2808,3228,wa13a069,7,Animal_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Small,2,0.0,Animal_Land_Pattern_Small
2809,3229,wa13a069,7,Object_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Sea,Solid,Large,-2,-1.0,Object_Sea_Solid_Large
2810,3230,wa13a069,7,Object_Land_Solid_Large,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Large,-1,0.0,Object_Land_Solid_Large
2811,3231,wa13a069,7,Object_Land_Pattern_Large,"{""Q0"":""+1""}",1.0,Object,Land,Pattern,Large,1,0.0,Object_Land_Pattern_Large
2812,3232,wa13a069,7,Animal_Sea_Pattern_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Pattern,Large,2,0.0,Animal_Sea_Pattern_Large
2813,3233,wa13a069,7,Object_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Large,-2,0.0,Object_Sea_Pattern_Large
2814,3234,w497e696,1,Object_Sea_Solid_Small,"{""Q0"":""-2""}",-2.0,Object,Sea,Solid,Small,2,4.0,Object_Sea_Solid_Small
2815,3235,w497e696,1,Object_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Small,-2,-1.0,Object_Sea_Pattern_Small
2816,3236,w497e696,1,Object_Sea_Pattern_Large,"{""Q0"":""+2""}",2.0,Object,Sea,Pattern,Large,-2,-4.0,Object_Sea_Pattern_Large
2817,3237,w497e696,1,Object_Land_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Pattern,Small,-1,0.0,Object_Land_Pattern_Small
2818,3238,w497e696,1,Animal_Land_Pattern_Small,"{""Q0"":""+1""}",1.0,Animal,Land,Pattern,Small,2,1.0,Animal_Land_Pattern_Small
2819,3239,w497e696,1,Animal_Land_Solid_Small,"{""Q0"":""-2""}",-2.0,Animal,Land,Solid,Small,2,4.0,Animal_Land_Solid_Small
2820,3240,w497e696,2,Animal_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Animal,Land,Solid,Small,2,3.0,Animal_Land_Solid_Small
2821,3241,w497e696,2,Animal_Land_Pattern_Small,"{""Q0"":""+2""}",2.0,Animal,Land,Pattern,Small,1,-1.0,Animal_Land_Pattern_Small
2822,3242,w497e696,2,Object_Land_Pattern_Small,"{""Q0"":""-2""}",-2.0,Object,Land,Pattern,Small,2,4.0,Object_Land_Pattern_Small
2823,3243,w497e696,2,Animal_Sea_Solid_Large,"{""Q0"":""-1""}",-1.0,Animal,Sea,Solid,Large,-1,0.0,Animal_Sea_Solid_Large
2824,3244,w497e696,2,Object_Sea_Solid_Small,"{""Q0"":""+2""}",2.0,Object,Sea,Solid,Small,-1,-3.0,Object_Sea_Solid_Small
2825,3245,w497e696,2,Object_Land_Solid_Small,"{""Q0"":""-1""}",-1.0,Object,Land,Solid,Small,-1,0.0,Object_Land_Solid_Small
2826,3246,w497e696,3,Object_Sea_Pattern_Small,"{""Q0"":""-1""}",-1.0,Object,Sea,Pattern,Small,-2,-1.0,Object_Sea_Pattern_Small
2827,3247,w497e696,3,Animal_Sea_Solid_Large,"{""Q0"":""+2""}",2.0,Animal,Sea,Solid,Large,2,0.0,Animal_Sea_Solid_Large
2828,3248,w497e696,3,Object_Sea_Pattern_Large,"{""Q0"":""-2""}",-2.0,Object,Sea,Pattern,Large,1,3.0,Object_Sea_Pattern_Large
2829,3249,w497e696,3,Animal_Sea_Pattern_Large,"{""Q0"":""+1""}",1.0,Animal,Sea,Pattern,Large,-1,-2.0,Animal_Sea_Pattern_Large
2830,3250,w497e696,3,Object_Land_Solid_Large,"{""Q0"":""-2""}",-2.0,Object,Land,Solid,Large,1,3.0,Object_Land_Solid_Large
2831,3251,w497e696,3,Object_Sea_Solid_Small,"{""Q0"":""+1""}",1.0,Object,Sea,Solid,Small,-2,-3.0,Object_Sea_Solid_Small
